,t_ts,tau_fb_ts_1,tau_fb_ts_2,tau_ts_1,tau_ts_2,th_d_ts_1,th_d_ts_2,th_dd_ts_1,th_dd_ts_2,th_ts_1,th_ts_2,ref_th_d_1,ref_th_d_2,ref_th_1,ref_th_2,th_ts_2_rel,th_d_ts_2_rel
430,4.29,2.1613172453492036,-5.588712315305089,155.64052700985852,7.625383787746338,0.723409496758053,1.715845987044626,-0.44470350754837706,-0.9790048492178142,0.7796715134415642,-1.1051494646160267,0.7835655775336484,1.7750497839272341,7.060929675205045,5.173361955184451,-1.8848209780575909,0.9924364902865731
431,4.3,2.7608222148553967,-5.630448807960676,155.14170988227906,8.031564351184892,0.7191102183209902,1.705489354222165,-0.4230096589046685,-0.9800500192886037,0.7868838641749727,-1.0880418465823676,0.7737788692250629,1.7590175659035259,7.068716149916783,5.191032236716598,-1.8749257107573403,0.9863791359011748
432,4.3100000000000005,3.2591028618698896,-5.677082047227378,154.54019178552073,8.426174041255045,0.7150295961840204,1.6951304656746997,-0.40414533366963795,-0.9842107514317138,0.7940543125699147,-1.0710378197961543,0.7642882299541274,1.7430499823366967,7.076406239491931,5.2085425219576535,-1.865092132366069,0.9801008694906793
433,4.32,3.6605976554998527,-5.728644297829922,153.840287568676,8.809121799902345,0.7111394129819564,1.6847381373763242,-0.38795701174679825,-0.9913507078154513,0.8011849039741177,-1.054137562689678,0.7550917139742267,1.7271437437067432,7.0840028949318405,5.225893440852222,-1.8553224666637957,0.9735987243943678
434,4.33,3.9700977380213276,-5.785118761014552,153.0466965385363,9.180363404551706,0.7074129763858191,1.674282552883235,-0.37428300445398666,-1.0013218908897967,0.8082774092038141,-1.0373415587042925,0.746187330421009,1.7112955085335548,7.091509047550652,5.243085590181281,-1.8456189679081065,0.9668695764974159
435,4.34,4.192707104791937,-5.846439754979205,152.16446189950844,9.539901935464451,0.703825200339835,1.663735379036262,-0.36295475494366064,-1.0139659025444763,0.8153333402010118,-1.0206505820346161,0.7375730480362889,1.695501893558458,7.098927608548172,5.260119533093767,-1.835983922235628,0.9599101786964269
436,4.3500000000000005,4.3338026157039184,-5.912493504516492,151.19892974787342,9.887787661466017,0.7003526734004685,1.653069869214548,-0.3537981221864067,-1.0291152311197767,0.8223539664384779,-1.0040656822781788,0.7292467993712071,1.6797594835888447,7.1062614686273795,5.2769957987382865,-1.8264196487166569,0.9527171958140795
437,4.36,4.398994070297412,-5.983119494620947,150.15570787468425,10.224117380513587,0.6969737143406738,1.642260953849795,-0.3466346408168767,-1.0465945546404303,0.8293403319442605,-0.9875881681164558,0.7212064844914264,1.6640648410348238,7.113513497651458,5.2937148819917175,-1.8169285000607163,0.9452872395091212
438,4.37,4.394084567273982,-6.058112337968458,149.04062462056336,10.549033256618495,0.6936684152590127,1.63128531802524,-0.34128274971879835,-1.0662220488161618,0.8362932728196087,-0.9712195901555127,0.7134499742064521,1.648414515165347,7.12068654433546,5.310277243281721,-1.8075128629751216,0.9376169027662273
439,4.38,4.3250313571082,-6.137224102463645,147.8596880138577,10.86272119862857,0.6904186725039781,1.6201214660972318,-0.33755898283572955,-1.0878106886437584,0.8432134351268903,-0.9549617230557346,0.7059751128444637,1.6328050511096697,7.127783435968007,5.326683308500552,-1.7981751581826249,0.9297027935932537
440,4.39,4.19790738328345,-6.220167042846425,146.61904541056586,11.165408828936085,0.6872082057884279,1.6087497733885547,-0.3352791163491196,-1.1111695329726619,0.8501012930275411,-0.9388165470801175,0.6987797205934727,1.617232998628398,7.134806978158517,5.342933469007695,-1.7889178401076586,0.9215415676001268
441,4.4,4.018863694373875,-6.3066166792636436,145.32494384117078,11.457363091685714,0.6840225659270528,1.597152525109203,-0.3342592670270048,-1.1361049820414244,0.8569571670541156,-0.9227862291896092,0.6918615954290254,1.6016949206767794,7.14175995460579,5.359028081719154,-1.7797433962437248,0.9131299591821501
442,4.41,3.7940928950602415,-6.3962151654734285,143.98369125528902,11.73888755078189,0.6808491316812069,1.5853139427608276,-0.33431693722732814,-1.16242199869564,0.8637812424051015,-0.9068731038119282,0.6852185146481188,1.5861874017810922,7.148645126883872,5.374967469281438,-1.7706543462170297,0.9044648110796207
443,4.42,3.5297937899783194,-6.488574890548094,142.60161884066972,12.01031942733978,0.6776770962400208,1.573220198374891,-0.33527200271981467,-1.1899252849340585,0.8705735871562179,-0.8910796534072356,0.6788482360285837,1.5707070562473753,7.155465234241365,5.390751920328442,-1.7616532405634535,0.8955431021348702
444,4.43,3.232137359919529,-6.583282259444301,141.18504457839674,12.272026425310093,0.6744974439045499,1.560859417019356,-0.3369476401568445,-1.2184204062874862,0.8773341702874082,-0.8754084889501467,0.6727484986327074,1.5552505362198183,7.162222993410547,5.406381689819654,-1.7527426592375548,0.886361973114806
445,4.44,2.9072341954244574,-6.679901600521331,139.74023818127057,12.524403391924485,0.6713029175728757,1.54822166808509,-0.3391711916808762,-1.2477148575921262,0.8840628794305523,-0.8598623304428099,0.6669170232735618,1.5398145396044312,7.168921098422817,5.421856999458261,-1.7439252098733622,0.8769187505122142
446,4.45,2.5611034985130288,-6.7779791509423255,138.2733875475466,12.767868857411035,0.668087977648734,1.5352989459291506,-0.3417749647818172,-1.2776190646811518,0.89075953824903,-0.8444439875683731,0.6613515126621721,1.5243958178715988,7.175562220427201,5.437178038187876,-1.7352035258174032,0.8672109682804167
447,4.46,2.199643749129643,-6.877047074617115,136.7905668474426,13.002861495383888,0.6648487530146614,1.5220851405084899,-0.3445969661188757,-1.3079473176142182,0.897423923366597,-0.8291563405880578,0.6560496512534562,1.5089911837493497,7.182149007508809,5.452344962766742,-1.7265802639546548,0.8572363874938285
448,4.47,1.8286051190234631,-6.976627470968754,135.29770634528163,13.229836542373974,0.6615829847231399,1.508575998683126,-0.3474815685822718,-1.3385186320303637,0.9040557807694812,-0.8140023215785689,0.6510091048086801,1.493597518817094,7.1886840845043025,5.467357898418347,-1.7180581023480501,0.846993013959986
449,4.48,1.4535637023357362,-7.076236336980002,133.80056404590516,13.44926221148409,0.658289963066128,1.494769076903544,-0.35028011139317095,-1.3691575362496282,0.91065484161221,-0.7989848960995405,0.6462275196920723,1.4782117810076565,7.195170052811667,5.482216939557518,-1.7096397377117505,0.836479113837416
450,4.49,1.0798976190770526,-7.175387448936643,132.30469924004606,13.66161613187208,0.6549704586851426,1.4806636860224032,-0.35285143351975534,-1.3996947826590644,0.9172208373642553,-0.7841070453734835,0.6417025219191759,1.4628310120233483,7.201609490191679,5.496922150591126,-1.701327882737739,0.8256932273372606
451,4.5,0.7127650350776782,-7.2735961345604565,130.81544800980902,13.867381842156423,0.651626648381086,1.4662608289866303,-0.3550623411245704,-1.4299679828659735,0.9237535142412401,-0.7693717490531944,0.6374317159745878,1.4474523446698104,7.20800495055869,5.511473566792492,-1.6931252632944345,0.8146341806055444
452,4.51,0.3570841300683747,-7.3703829099581615,129.3379007424844,14.067045362746898,0.6482620362757676,1.451563132172445,-0.35678801014279565,-1.459822166851215,0.9302526468709427,-0.7547819686440331,0.6334126834167241,1.4320730101091865,7.2143589637585155,5.525871195248771,-1.6850346155149758,0.8033010958966773
453,4.5200000000000005,0.01751503398997878,-7.4652769598947515,127.8768816882899,14.261091868634285,0.6448813709660379,1.4365747711245371,-0.35791232543906965,-1.4891102671784926,0.936718051150861,-0.7403406316408144,0.6296429812874592,1.4166903450321282,7.220674035331371,5.54011501588044,-1.6770586827916754,0.7916934001584992
454,4.53,-0.30155625915878614,-7.5578194432683095,126.43693058573692,14.45000248137954,0.641490559297036,1.4213013914509622,-0.35832815828529696,-1.5176935299145597,0.9431495962603902,-0.7260506164315309,0.6261201403446115,1.4013017987459546,7.2269526462580185,5.5542049825320925,-1.669200212691921,0.7798108321539262
455,4.54,-0.5960320009413933,-7.647566609062217,125.0222863668398,14.634251196179285,0.6380965773637534,1.4057500256093685,-0.3579375841593634,-1.5454418545145274,0.949547215796877,-0.7119147380126656,0.6228416631354923,1.3859049401741375,7.233197252687406,5.568141024133681,-1.6614619538095425,0.7676534482456151
456,4.55,-0.8621148320698491,-7.734092711065898,123.6368729437059,14.814301957357461,0.6347073793303293,1.3899290062981262,-0.35665204307459797,-1.57223406541249,0.9559109180107784,-0.6979357345536308,0.6198050219299959,1.370497464760143,7.239410285644347,5.581923045931287,-1.6538466525644093,0.7552216269677969
457,4.5600000000000005,-1.0963179795920985,-7.816992712317139,122.28428706768769,14.99060589341171,0.6313318046346662,1.3738478771387015,-0.3543924448281395,-1.5979581184469995,0.9622407951209693,-0.684116254840846,0.6170076565320226,1.3550772012665222,7.245594150715892,5.595550930786395,-1.6463570499618152,0.7425160725040353
458,4.57,-1.2954735355259261,-7.8958847724863945,120.96778824283949,15.163598720863725,0.6279794841224177,1.3575173013043953,-0.3510892216904923,-1.6225112455333193,0.9685370316967636,-0.6704588466252884,0.6144469719883111,1.3396421184579546,7.2517512277152925,5.609024540542614,-1.638995878322052,0.7295378171819776
459,4.58,-1.4567388526211977,-7.970412513683389,119.69029066634302,15.333698324239997,0.624660745629577,1.340948968716258,-0.34668233116773,-1.6458000412856404,0.9747999120985715,-0.6569659458909263,0.6121203362141635,1.3241903316549317,7.257883870322618,5.622343717458574,-1.6317658579894978,0.7162882230866809
460,4.59,-1.5776010999636103,-8.04024706162345,118.45435716030312,15.501302518334061,0.6213865195070418,1.3241555023896951,-0.34112121153990693,-1.667740495364656,0.9810298269741355,-0.6436398670554866,0.6100250775558378,1.3087201091426799,7.2639944057013,5.635508285705657,-1.6246696940296221,0.7027689828826533
461,4.6000000000000005,-1.6558800277141739,-8.105088860741837,117.2621950515064,15.666786997481992,0.6181682445539868,1.3071503644770182,-0.3343646929310817,-1.688257974465968,0.9872272788121206,-0.6304827941092948,0.6081584823097886,1.2932298784179013,7.27008513409006,5.6485180529290195,-1.6177100729214153,0.6889821199230314
462,4.61,-1.6897289961093076,-8.16466926295285,116.11565394870112,15.830503475651819,0.6150177747998641,1.2899477625114997,-0.32638086668909283,-1.70728715786063,0.9933928865593483,-0.6174967726927287,0.6065177922192587,1.2777182322540586,7.2761583283699105,5.661372811870199,-1.6108896592520772,0.6749299877116356
463,4.62,-1.677634329327704,-8.218751890726317,115.01622536029718,15.99277802030101,0.6119472875476306,1.272562556318672,-0.31714691586213717,-1.7247719303678555,0.9995273893122333,-0.6046837031079202,0.6051002019690561,1.2621839345640937,7.282216233606085,5.674072342049368,-1.6042110924201536,0.6606152687710414
464,4.63,-1.6184130594827484,-8.26713377594791,113.96504408958575,16.153909582241987,0.6089691930635236,1.2550101660211248,-0.30664890954325946,-1.740665236564635,1.0056316490969663,-0.592045334255926,0.603902856699662,1.2466259260377412,7.2882610665650045,5.686616411505114,-1.5976769833528923,0.6460409729576012
465,4.64,-1.5112091304181674,-8.309646276567639,112.96289133905738,16.3141687232541,0.6060960462715859,1.2373064815241788,-0.2948815638311483,-1.7549288998957544,1.0117066527567056,-0.5795832584864782,0.6029228495620361,1.2310433295290808,7.29429501520656,5.69900477858937,-1.5912899112431838,0.6312104352525929
466,4.65,-1.355488134604399,-8.346155773750997,112.01019945071627,16.47379654246352,0.603340460784263,1.2194677738324187,-0.2818479721135112,-1.7675334102597415,1.0177535129674842,-0.5672989073437595,0.6021572193347369,1.2154354551685438,7.300320238152245,5.711237193814843,-1.5850524203112437,0.6161273130481557
467,4.66,-1.151030659793506,-8.376564152321276,111.1070582049217,16.633003802393727,0.6007150255739335,1.2015106085105374,-0.2675593073324899,-1.7784576833791796,1.0237734684077215,-0.5551935481883297,0.6016029481250406,1.1998018051723451,7.306338864129856,5.723313401752109,-1.5789670165960512,0.6007955829366038
468,4.67,-0.8979243248645186,-8.400809068026948,110.25322259655893,16.79197025476464,0.5982322245642205,1.1834517615680746,-0.2520344988350158,-1.7876887951887472,1.029767883109147,-0.5432682816723411,0.6012569591758641,1.1841420783213379,7.312352991395719,5.7352331429731365,-1.573036164781488,0.5852195370038541
469,4.68,-0.5965545865898703,-8.418864005126148,109.4481220041507,16.950844166049038,0.5959043593944827,1.1653081380146726,-0.23529988634622553,-1.7952216941728256,1.0357382450195975,-0.53152404004259,0.6011161148001961,1.1684561740803974,7.318364687135603,5.746996156037852,-1.5672622850621876,0.5694037786201899
470,4.69,-0.247594401045359,-8.430738128392257,108.69087066469369,17.109742042046186,0.593743475586044,1.1470966933024733,-0.2173888535388807,-1.801058894466843,1.0416861638105688,-0.5199615862435849,0.6011772144646392,1.1527441963289724,7.324375986845703,5.758602179519958,-1.5616477500541537,0.5533532177164293
471,4.7,0.14800717520090378,-8.43647593374527,107.98027936482349,17.2687485504701,0.5917612923145145,1.1288343578436608,-0.19834144359786476,-1.8052101522686472,1.047613367964552,-0.5085815137908354,0.6014369930433805,1.137006456673042,7.330388893695296,5.77005095406801,-1.5561948817553874,0.5370730655291464
472,4.71,0.5890373577709718,-8.436156702279563,107.31486825699069,17.427916639804728,0.5899691359690487,1.1105379647652192,-0.1782039591080814,-1.8076921279663705,1.0535217011791296,-0.497384247382769,0.6018921192635379,1.1212434773087716,7.336405377872877,5.7813422244973856,-1.5509059485618986,0.5205688287961705
473,4.72,1.0740328940264665,-8.429893762734386,106.69288070803893,17.58726785220569,0.5883778776565588,1.0922241810386573,-0.15702854851643752,-1.808528036161559,1.0594131181264757,-0.4863700442182249,0.6025391943623002,1.1054559934084107,7.342427375917788,5.79247574190852,-1.5457831623447005,0.5038463033820985
474,4.73,1.6012941220314159,-8.41783356794209,106.11229808655071,17.746792827532285,0.5869978747867984,1.0739094421004147,-0.134872781344248,-1.8077472855946015,1.0652896796083977,-0.47553899598517835,0.6033747509756029,1.0896449549995533,7.34845679003956,5.803451265826496,-1.540828675593576,0.4869115673136163
475,4.74,2.1688997414565647,-8.400154591308729,105.57085539480222,17.906451994856475,0.5858389168528415,1.0556098900585695,-0.11179921424909345,-1.8053851108125618,1.071153547148289,-0.46489103148530764,0.6043952522772743,1.0738115283098217,7.354495487427382,5.81426856635679,-1.5360445786335966,0.469770973205728
476,4.75,2.7747222091366486,-8.377066050013193,105.06605765090382,18.06617644694233,0.5849101755008109,1.037341315563074,-0.08787494996092422,-1.8014821972814246,1.0770069770624209,-0.45442591985813263,0.6055970913866,1.0579570965503016,7.360545299552286,5.824927426351654,-1.5314328969205535,0.45243114006226304
477,4.76,3.41644367266144,-8.348806462087966,104.59519692699516,18.225868992486596,0.5842201589627489,1.019119103399965,-0.06317119103862749,-1.7960843014613532,1.0828523140538209,-0.44414327436779755,0.6069765910611017,1.0420832601126278,7.36660802146482,5.8354276435814425,-1.5269955884216184,0.434898944437216
478,4.7700000000000005,4.0915723561027795,-8.315642045363148,104.15536994975868,18.38540537986817,0.5837766709072862,1.0009581818550428,-0.03776279032128799,-1.7892418672778052,1.0886919843726444,-0.4340425567150102,0.6085300036900336,1.026191836156607,7.372685411091145,5.845769032904868,-1.5227345410876545,0.4171815109477566
479,4.78,4.797459313122154,-8.277864966829785,103.74349617039721,18.544635685356646,0.5835867737442209,0.9828729758786378,-0.0117277998732834,-1.7810096402687894,1.0945284885873912,-0.4241230818362809,0.6102535116026083,1.010284857567526,7.378779188530619,5.855951428432007,-1.518651570423672,0.3992862021344169
480,4.79,5.531315464048858,-8.235791451821594,103.35633621235691,18.703385857669225,0.5836567564012674,0.9648773640707414,0.014852979850869972,-1.7714462806176723,1.1003643940115937,-0.4143840231523453,0.6121432277033392,0.9943645712649651,7.384891035358101,5.865974685673644,-1.514748417163939,0.3812206076694741
481,4.8,6.290228835112178,-8.189759763078508,102.99051060651713,18.861459409888674,0.583992106574086,0.9469846394943457,0.041896448968409154,-1.760613976166852,1.1062023268306935,-0.4048244182275272,0.6141951964450838,0.978433435847883,7.391022593934286,5.875838683670399,-1.5110267450582207,0.3629925329202598
482,4.8100000000000005,7.071181919694625,-8.140128060524798,102.64251872514227,19.018639248782126,0.5845974874342262,0.9292074743144982,0.06931765367151167,-1.748578056433556,1.1120449639737628,-0.3954431748017611,0.6164053951484242,0.9624941185640334,7.397175466727487,5.8855433270949336,-1.507488138775524,0.344609986880272
483,4.82,7.871069083642079,-8.087272153344694,102.30875782800251,19.174689630615383,0.5854767187637933,0.9115578882511571,0.09703022676112984,-1.7354066085835467,1.1178950247744808,-0.3862390771570861,0.6187697356739406,0.9465494915953381,7.403351215650381,5.89508854832044,-1.5041341019315668,0.3260811694873639
484,4.83,8.686713938648772,-8.031583156668221,101.98554213603023,19.329358231643646,0.5866327624705284,0.8940472208251232,0.12494682176462366,-1.7211700962622645,1.1237552624654084,-0.37721079278055414,0.6212840664517135,0.9306026276547192,7.40955136141526,5.904474309448543,-1.5009660552459625,0.3074144583545948
485,4.84,9.51488661024249,-7.973465065826712,101.66912185041275,19.48237832063951,0.5880677124224862,0.8766861073682164,0.15297953926265662,-1.7059409821226723,1.1296284555490368,-0.36835687928578786,0.6239441748700558,0.9146567948939638,7.415777382911366,5.913700604289719,-1.4979853348348247,0.28861839494573016
486,4.8500000000000005,10.352320829302597,-7.913332261788875,101.35570203747871,19.633471020006557,0.5897827885276741,0.8594844587612663,0.1810403441154777,-1.6897933548509665,1.1355173990884448,-0.3596757915557147,0.6267457900230677,0.8987154511264813,7.422030716607913,5.922767460289368,-1.4951931906441596,0.26970167023359226
487,4.86,11.195730778784796,-7.851606961971591,101.04146130257077,19.782347641294873,0.5917783349708282,0.8424514448563747,0.2090414723477872,-1.6728025614580035,1.1414248959595577,-0.35116588906942536,0.6296845858140966,0.882782237373288,7.428312755986373,5.931674940392722,-1.492590785028983,0.2506731098855465
488,4.87,12.041827630010182,-7.788716631097392,100.72257017889262,19.928712080320444,0.5940538225069755,0.8255954815330309,0.2368958265145975,-1.6550448455665687,1.1473537481060834,-0.34282544337656545,0.6327561844096351,0.8668609707451431,7.434624851005542,5.940423144841872,-1.4901791914826488,0.2315416590260554
489,4.88,12.887335705951985,-7.725091367214521,100.39520916054164,20.07226325652297,0.5966078546995162,0.8089242213312383,0.26451735844069724,-1.636596992406199,1.1533067478371153,-0.33465264568321484,0.6359561600356157,0.8509556366783829,7.440968307602873,5.949012212898383,-1.4879593935203301,0.21231636663172215
490,4.89,13.729008211860194,-7.661161278357554,100.05558631200383,20.212697580723294,0.5994381779793463,0.7924445475984242,0.29182143828871426,-1.617535981214412,1.159286669206235,-0.3266456145138108,0.6392800431054798,0.8350703805467411,7.447344387235445,5.957442324485111,-1.4859322837200457,0.1930063696190779
491,4.9,14.56364247673816,-7.597353865463252,99.69995438975039,20.34971143520646,0.6025416953909242,0.7761625720806758,0.31872520897698126,-1.5979386456978977,1.1652962595096443,-0.31880240341432065,0.6427233246668305,0.819209498676014,7.4537543064638045,5.965713701741136,-1.484098662923965,0.17362087668975168
492,4.91,15.388094652479701,-7.534091427423462,99.32462741506666,20.483003649702237,0.6059144838812307,0.7600836358829863,0.3451479250361208,-1.5778813432318155,1.1713382309394766,-0.3111210086626184,0.646281461150993,0.8033774287930681,7.460199236581815,5.973826610483992,-1.482459239602095,0.15416915200175563
493,4.92,16.199293820714402,-7.471788504123166,98.92599664070055,20.61227795679404,0.609551814978297,0.7442123137169748,0.3710112750567645,-1.557439633446694,1.1774152524269421,-0.3035993769527832,0.6499498794073618,0.7875787399451196,7.4666803032954325,5.981781361573692,-1.4810146293797253,0.1346604987386778
494,4.93,16.994255460876538,-7.410849373222517,98.50054585761134,20.737245410312127,0.6134481786973169,0.7285524213486203,0.39623968694875294,-1.5366879668421978,1.183529941708391,-0.2962354130209042,0.6537239820021172,0.7718181219293878,7.473198586453176,5.989578312173471,-1.4797653547292953,0.11510424265130337
495,4.94,17.770094236408028,-7.351665616265302,98.04486599173312,20.857626750390533,0.6175973105044015,0.7131070261525255,0.42076061529680303,-1.515699384065221,1.1896848576457175,-0.28902698718085534,0.6575991527586968,0.7561003742773144,7.479755119830793,5.997217866902563,-1.4787118448265728,0.09550971564812405
496,4.95,18.524036059652616,-7.294613769464475,97.55566894455974,20.973154699055275,0.6219922211607126,0.697878460673225,0.4445048101681061,-1.4945452265064598,1.1958824928307885,-0.28197194273950227,0.6615707625154119,0.7404303948411615,7.486350890972466,6.0047004788767815,-1.4778544355702907,0.07588623951251239
497,4.96,19.25342939940089,-7.240053073940844,97.02980063501369,21.08357617075233,0.626625229263115,0.6828683390876967,0.46740656678935977,-1.4732948588200694,1.2021252665017899,-0.27506810326179054,0.6656341750737519,0.7248131680341917,7.492986841090545,6.012026650633201,-1.4771933697635804,0.056243109824581694
498,4.97,19.955755798855723,-7.188323339864821,96.46425320413546,21.188654382524348,0.6314879962914958,0.668077576457366,0.4894039555845496,-1.4520154040262134,1.208415517797487,-0.2683132796572985,0.6697847533093158,0.7092537527786006,7.49966386502561,6.019196934935722,-1.4767287974547854,0.03658958016587022
499,4.98,20.628639575321184,-7.1397429381598325,95.85617634792519,21.288170849319535,0.6365715639676874,0.6535064106512637,0.5104390321292851,-1.4307714918078949,1.2147554993735035,-0.26170527706094426,0.6740178654159165,0.6937572702178699,7.506382811268339,6.0262119354588926,-1.4764607764344477,0.016934846683576255
500,4.99,21.26985667668243,-7.0946069327835755,95.20288774770953,21.381927250548145,0.6418663937263449,0.639154426815839,0.5304580266489685,-1.409625020637912,1.221147371402722,-0.2552419014817826,0.6783288912522866,0.678328891252287,7.5131444820443525,6.033072307347931,-1.4763892728845045,-0.002711966910505903
501,5.0,21.877342673333978,-7.053185365682079,94.50188257126808,21.469747154920107,0.647362408094292,0.625020584260343,0.5494115127540281,-1.3886349343430682,1.2275931959799233,-0.24892096619508244,0.6827132287599094,0.6629738239579547,7.519949633462896,6.039778757653449,-1.4765141621750058,-0.022341823833949004
502,5.01,22.449199868163706,-7.015721705713107,93.75084202219402,21.551477591398132,0.6530490337716618,0.6111032456203884,0.5672545551821176,-1.3678570137462949,1.234094931948693,-0.24274029785424056,0.6871663004199473,0.6476973009506612,7.526798975729947,6.0463320456400576,-1.4768352298029335,-0.04194578815127337
503,5.0200000000000005,22.98370351061312,-6.982431471588136,92.94764091865645,21.62699045535615,0.6589152462057748,0.5974002081554516,0.5839468363780321,-1.347343683952831,1.2406544301665867,-0.23669774230046886,0.6916835597168931,0.6325045667564526,7.533693173425924,6.05273298296858,-1.4773521724670555,-0.06151503805032321
504,5.03,23.479307104891177,-6.953501038062459,92.09035428709099,21.696183739864868,0.6649496154469087,0.5839087370299842,0.5994527618227454,-1.3271438379183065,1.2472734292224075,-0.23079117004968744,0.6962604975765676,0.6174008652508174,7.540632845847957,6.058982433752272,-1.4780645992720949,-0.08104087841692442
505,5.04,23.93464680580345,-6.929086633091175,91.17726296002203,21.758982583555266,0.671140353074168,0.5706256004208324,0.6137415440833248,-1.307302676824645,1.253953551617372,-0.22501848143757666,0.7008926487463395,0.6023914272277202,7.547618567416252,6.065081314488022,-1.4789720330549487,-0.10051475265333554
506,5.05,24.348544899631065,-6.909313532696015,90.20685817150803,21.815340127503806,0.6774753599792984,0.5575471062878093,0.6267872656346404,-1.2878615678501513,1.260696300419793,-0.21937761140535206,0.7055755980859909,0.5874814581587189,7.55465086814386,6.071030593864156,-1.4800739118251451,-0.11992825369148907
507,5.0600000000000005,24.720012370918496,-6.894275458779086,89.17784514743762,21.865238175115685,0.6839422747967656,0.5446691406376658,0.6385689205667738,-1.2688579198363192,1.2675030564007972,-0.21386653391048704,0.7103049867384812,0.5726761262007231,7.561730234168757,6.076831292447016,-1.4813695903112842,-0.1392731341590998
508,5.07,25.04825055982317,-6.884034183843724,88.08914569202268,21.908687650284726,0.6905285227694951,0.5319872071059494,0.6490704353666882,-1.2503250773477317,1.274375075656496,-0.20848326594833047,0.7150765181509348,0.5579805505088599,7.568857108346922,6.0824844822491,-1.4828583416048264,-0.15854131566354568
509,5.08,25.33265191810432,-6.878619345113957,86.93989977559407,21.945728850605544,0.6972213648415339,0.5194964676754453,0.6582806690274385,-1.2322922335639275,1.2813134877199157,-0.20322587117235028,0.719885963917524,0.5433997899083406,7.576031890904755,6.087991286182087,-1.484539358892266,-0.17772489716608852
510,5.09,25.572799875421815,-6.8780284691240645,85.7294661327431,21.976431493864336,0.7040079467713714,0.5071917843447036,0.6661933928084719,-1.214784362402093,1.2883192941639228,-0.19809246310257955,0.7247291694174675,0.5289388319762035,7.583254940148915,6.093352877398581,-1.4864117572665023,-0.19681616242666777
511,5.1000000000000005,25.768467831002084,-6.88222720639145,84.45742188359128,22.000894557524852,0.7108753480628833,0.4950677615552594,0.6728072500359121,-1.1978221702167366,1.2953933676943412,-0.19308120791371078,0.7296020592231598,0.5146025825803927,7.590526573231415,6.098570478526924,-1.488474575608052,-0.21580758650762394
512,5.11,25.91961728913147,-6.891149774257233,83.12356119474339,22.01924591248833,0.7178106305147067,0.4831187891818445,0.6781256963980398,-1.1814220673459388,1.3025364517304296,-0.18819032679624328,0.7345006422553885,0.50039585591988,7.597847066967548,6.1036453608038785,-1.490726778526673,-0.23469184133286225
513,5.12,26.026395160099568,-6.904699604539511,81.7278930000125,22.031641753880066,0.7248008861933924,0.47133908588627466,0.6821569212521751,-1.1655961597145417,1.3097491604679472,-0.18341809788603872,0.7394210166647196,0.4863233651055277,7.605216658704017,6.108578843110365,-1.493167258353986,-0.2534618003071178
514,5.13,26.08913025148496,-6.92275019115397,80.27063780467276,22.038265833140837,0.7318332846407951,0.45972274263275703,0.6849137505236698,-1.150352260621406,1.3170319794180763,-0.17876285775966072,0.7443593744204005,0.4723897133169844,7.612635547234425,6.11337229091588,-1.495794837177737,-0.2721105420080381
515,5.14,26.10832897765054,-6.945146131418562,78.75222360036221,22.03932849717525,0.7388951191319512,0.44826376616019176,0.6864135318353188,-1.135693922754893,1.3243852664136442,-0.17422300249490186,0.7493120055904671,0.4585993855665571,7.62010389375913,6.118027115137482,-1.498608268908546,-0.2906313529717594
516,5.15,26.08467031821765,-6.971704353314367,77.17328092107931,22.035065541790118,0.7459738518060336,0.4369561222057935,0.6866780025619827,-1.12162049037975,1.3318092530722472,-0.16979698829795112,0.754275302299203,0.4449567410961969,7.627621822886284,6.122544770919567,-1.5016062413701983,-0.3090177296002401
517,5.16,26.01900005919776,-7.00221551970488,75.53463707404275,22.025736887962502,0.7530571574998716,0.4257937782741319,0.6857331415633572,-1.108127171568632,1.3393040467041606,-0.16548333170071075,0.7592457623505724,0.43146600642917476,7.635189423670811,6.12692675634087,-1.5047873784048713,-0.32726337922573967
518,5.17,25.912324352862093,-7.036445599037927,73.83730958201966,22.011625090992126,0.7601329661210197,0.41477074574619366,0.6836090053926015,-1.0952051301987256,1.3468696326512493,-0.16128060933382327,0.7642199925087535,0.4181312690931432,7.64280675068788,6.131174611055328,-1.5081502419850725,-0.345362220374826
519,5.18,25.765802635206658,-7.074137591021346,72.08249887694514,21.993033693662873,0.7671895034052536,0.4038811211252099,0.6803395498358106,-1.0828415973861163,1.3545058770414895,-0.15718745728302455,0.7691947114294174,0.40495647202661733,7.650473825137471,6.135289914873584,-1.511693334324514,-0.3633083822800437
520,5.19,25.580739941901765,-7.115013394440261,70.27158028713283,21.9702854358984,0.7742153299118787,0.3931191262186047,0.6759624376746735,-1.071020001870992,1.3622125299422192,-0.15320257003843565,0.7741667522378406,0.39194540867621397,7.658190635976458,6.139274286292001,-1.5154150999806548,-0.381096203693274
521,5.2,25.358578666031562,-7.1587758033535565,68.40609536324588,21.943720334364127,0.7811993781190655,0.3824791470597607,0.6705188336146966,-1.0597201187931065,1.3699892288937991,-0.14932469904841586,0.7791330647523815,0.37910171878746346,7.665957141074736,6.1431293809761245,-1.519313927942215,-0.39872023105930476
522,5.21,25.10088980260591,-7.205110616829701,66.48774259032457,21.913693646581734,0.7881309874907839,0.37195577137839964,0.664053187352258,-1.048918236149235,1.3778355028040614,-0.14555265089151018,0.7840907173541543,0.36642888488757963,7.673773268391782,6.146856890205505,-1.5233881536955716,-0.4161752161123843
